node,attack_score
56372,0.04519635217089237
6023,0.045179313395267096
5227,0.04517644312509604
9199,0.04513565583146965
39988,0.045078535801643865
4216,0.0450205943576753
12579,0.045010122844865906
2883,0.04499210628892203
963,0.04497334860770129
2737,0.04493412183255685
55005,0.044863406472266075
20953,0.04483341087368774
3453,0.04482377669244696
65008,0.044787731954839295
2405,0.04477343094833836
57788,0.044767777066812946
7534,0.04476620491176804
4261,0.044740406575997774
3392,0.044726202656959244
21665,0.0447212391758974
3233,0.04467760138704082
3167,0.04462343372142314
6741,0.04462287302696495
11737,0.04460289115790516
7279,0.04458243161094881
63705,0.0445264436298613
1231,0.04451981737633215
39553,0.044482994444639073
53632,0.04447777459906776
26463,0.04447462044966639
17013,0.04442798103108531
10573,0.044368881285121634
44525,0.044359377266342294
1262,0.044350645685937676
31072,0.04433733199755516
14544,0.04433110741345754
36421,0.04428682521790091
27187,0.04426432762001224
2210,0.04404891333997884
8660,0.04403715859965805
2272,0.04403356143923748
2042,0.043874056908585216
352,0.043873409280042956
56141,0.043831848244397405
1004,0.04379657264019055
21019,0.04371878213395763
3226,0.043700319274460775
554,0.043699253712395254
1969,0.04364314167195471
5863,0.04359748317199076
7928,0.0435644178435248
14564,0.04355752830960513
20038,0.04351290370519364
12760,0.04348912102481488
10430,0.04344875912233623
4200,0.04344684125404955
20759,0.04326320716759374
515,0.04323063481225962
22010,0.043217324640469776
2268,0.04317984876352199
1866,0.04317779361764425
22137,0.043165707128619474
12930,0.04308168766781369
14545,0.043074629497704825
6281,0.04305610959581537
4892,0.04303697548449313
3197,0.043006906410938905
11857,0.042995533641415666
1447,0.04298516371724284
5162,0.04297808678443038
63694,0.04294879220523045
15720,0.04288704916929383
2034,0.042870816406213014
3915,0.042853802075371546
21461,0.04285013867753213
3829,0.042826595117489694
39399,0.04282319094772348
1303,0.042785815163354245
1884,0.042782224401642865
2263,0.04275874902220799
2804,0.042750163470321886
10260,0.04271562694528598
3748,0.042635245085629575
445,0.04261949004010704
57307,0.04259782632261603
43658,0.042548288046589056
3951,0.042468604717027986
11104,0.04235556046606323
18147,0.04235510217047988
24917,0.04234708991539508
30992,0.04234239969157536
636,0.04233072271761286
16795,0.042329906959622826
22225,0.042308374401850715
17361,0.042305765072496254
364,0.04228426651000424
5714,0.04222259962671007
25561,0.04220857036417858
13327,0.04212133575666795
1783,0.042120721528093374
7080,0.042020933570169595
4528,0.04199142715058342
9364,0.04197591537863924
1952,0.041966655760000554
16697,0.04193006998634623
18146,0.04188620334035795
4029,0.04188387873466343
7601,0.041870603311041796
96424,0.04186760203927254
3152,0.04184587100380229
12214,0.04183252487860466
3851,0.041794216184777244
16827,0.04177566782762438
1235,0.04166306067969028
1833,0.04164202950719258
40221,0.041614922646586276
11700,0.04161379654704485
8145,0.04158471091693031
3384,0.04157937369841794
55760,0.04155221943325438
34109,0.04152301403087669
8518,0.041475093081480584
1691,0.04147137094049572
5166,0.04145552058379691
3373,0.04145101474616227
11875,0.041446245333937294
5739,0.041392807356540974
27200,0.041358827439657186
4000,0.04131391412758392
24307,0.041255998284900945
33254,0.04125281677089976
17724,0.04123535624213379
37912,0.041216557649298
19495,0.04121056389935047
5869,0.04116155491353259
9317,0.04107125598155277
58001,0.041056533893753994
2118,0.0410359594836256
5051,0.04102816987181911
15236,0.040937538940592474
11858,0.04090842878927935
2567,0.04089488277885721
16708,0.040884809221432075
38566,0.04083604599650104
9096,0.04082698160059396
19523,0.040824844106900106
24135,0.04077278526394992
16331,0.04074151101939477
31,0.040717180333175826
5409,0.04070192983313824
3339,0.040627491757130256
313,0.04060040519461951
3223,0.04059028751445132
4550,0.040582766525752184
111577,0.040546461188790996
56137,0.04053322605564463
29296,0.04044276515123177
3160,0.040378960776863475
15347,0.040375010447842336
8156,0.04036488373000084
54253,0.04035665059609925
3737,0.04031209096703068
3931,0.040270111695678464
50108,0.04018303249594632
10778,0.04015346441009714
32919,0.040110176033527095
21390,0.040098742240938706
29895,0.040087478506077204
2269,0.04003558843565598
11920,0.040032913860166726
3751,0.04000832300476226
6579,0.039993585615655226
20374,0.039989723687261544
1511,0.039982362195220715
15942,0.03992779552674165
30892,0.03992396882050293
11766,0.0398599689053397
7412,0.03978304067022414
2306,0.03978187841732297
4906,0.03978020900178134
370,0.03975042584720213
4195,0.03973091809317075
19102,0.03972856085599952
31416,0.03972827455338365
14094,0.03968005953826616
